instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
11024,04/04/2012,2,1,4,7,0,3,1,2,0.44,0.4394,0.62,0,12,354,366
11025,04/04/2012,2,1,4,8,0,3,1,2,0.44,0.4394,0.72,0.1045,31,653,684
11026,04/04/2012,2,1,4,9,0,3,1,2,0.48,0.4697,0.55,0.1343,47,316,363
11027,04/04/2012,2,1,4,10,0,3,1,2,0.54,0.5152,0.45,0.1343,68,99,167
11028,04/04/2012,2,1,4,11,0,3,1,2,0.6,0.6212,0.43,0.3582,61,152,213
11029,04/04/2012,2,1,4,12,0,3,1,2,0.6,0.6212,0.46,0.4179,73,210,283
11030,04/04/2012,2,1,4,13,0,3,1,2,0.6,0.6212,0.46,0.2537,70,181,251
11031,04/04/2012,2,1,4,14,0,3,1,2,0.62,0.6212,0.46,0.194,82,176,258
11032,04/04/2012,2,1,4,15,0,3,1,2,0.64,0.6212,0.44,0.2836,86,182,268
11033,04/04/2012,2,1,4,16,0,3,1,2,0.64,0.6212,0.44,0.2836,86,304,390
11034,04/04/2012,2,1,4,17,0,3,1,1,0.66,0.6212,0.41,0.2985,99,645,744
11035,04/04/2012,2,1,4,18,0,3,1,1,0.66,0.6212,0.41,0.2537,113,646,759
11036,04/04/2012,2,1,4,19,0,3,1,1,0.66,0.6212,0.39,0.2239,75,419,494
11037,04/04/2012,2,1,4,20,0,3,1,1,0.64,0.6212,0.27,0.2239,39,333,372
11038,04/04/2012,2,1,4,21,0,3,1,1,0.6,0.6061,0.23,0.3284,43,255,298
11039,04/04/2012,2,1,4,22,0,3,1,1,0.56,0.5303,0.22,0.1642,30,151,181
11040,04/04/2012,2,1,4,23,0,3,1,1,0.52,0.5,0.23,0.4179,19,112,131
11041,05/04/2012,2,1,4,0,0,4,1,1,0.52,0.5,0.23,0.4179,12,33,45
11042,05/04/2012,2,1,4,1,0,4,1,1,0.48,0.4697,0.27,0.3284,4,9,13
11043,05/04/2012,2,1,4,2,0,4,1,1,0.46,0.4545,0.33,0.4478,7,11,18
11044,05/04/2012,2,1,4,3,0,4,1,1,0.42,0.4242,0.41,0.2985,0,5,5
11045,05/04/2012,2,1,4,4,0,4,1,1,0.38,0.3939,0.43,0.2836,0,1,1
11046,05/04/2012,2,1,4,5,0,4,1,1,0.38,0.3939,0.43,0.2836,1,28,29
11047,05/04/2012,2,1,4,6,0,4,1,1,0.36,0.3333,0.46,0.3284,8,118,126
11048,05/04/2012,2,1,4,7,0,4,1,1,0.34,0.3333,0.49,0.194,15,339,354
11049,05/04/2012,2,1,4,8,0,4,1,1,0.36,0.3485,0.46,0.2239,28,610,638
11050,05/04/2012,2,1,4,9,0,4,1,1,0.4,0.4091,0.37,0.2537,61,290,351
11051,05/04/2012,2,1,4,10,0,4,1,1,0.42,0.4242,0.35,0.2836,88,158,246
11052,05/04/2012,2,1,4,11,0,4,1,2,0.42,0.4242,0.38,0.2239,109,159,268
11053,05/04/2012,2,1,4,12,0,4,1,1,0.44,0.4394,0.33,0,66,210,276
11054,05/04/2012,2,1,4,13,0,4,1,1,0.46,0.4545,0.31,0,89,202,291
11055,05/04/2012,2,1,4,14,0,4,1,1,0.46,0.4545,0.33,0.1642,143,144,287
11056,05/04/2012,2,1,4,15,0,4,1,1,0.5,0.4848,0.31,0.1045,98,171,269
11057,05/04/2012,2,1,4,16,0,4,1,1,0.5,0.4848,0.31,0.194,84,318,402
11058,05/04/2012,2,1,4,17,0,4,1,1,0.5,0.4848,0.31,0.1642,145,677,822
11059,05/04/2012,2,1,4,18,0,4,1,1,0.5,0.4848,0.31,0.1045,80,618,698
11060,05/04/2012,2,1,4,19,0,4,1,1,0.48,0.4697,0.31,0.2537,64,423,487
11061,05/04/2012,2,1,4,20,0,4,1,1,0.44,0.4394,0.41,0.194,33,279,312
11062,05/04/2012,2,1,4,21,0,4,1,1,0.42,0.4242,0.47,0.194,25,209,234
11063,05/04/2012,2,1,4,22,0,4,1,1,0.4,0.4091,0.47,0.194,20,129,149
11064,05/04/2012,2,1,4,23,0,4,1,1,0.4,0.4091,0.5,0.1343,12,124,136
11065,06/04/2012,2,1,4,0,0,5,1,1,0.4,0.4091,0.43,0,12,49,61
11066,06/04/2012,2,1,4,1,0,5,1,1,0.36,0.3485,0.62,0.1343,10,28,38
11067,06/04/2012,2,1,4,2,0,5,1,1,0.36,0.3333,0.5,0.3881,6,5,11
11068,06/04/2012,2,1,4,3,0,5,1,1,0.34,0.303,0.53,0.3284,3,5,8
11069,06/04/2012,2,1,4,4,0,5,1,1,0.34,0.3182,0.49,0.2537,2,3,5
11070,06/04/2012,2,1,4,5,0,5,1,1,0.32,0.303,0.53,0.3284,0,23,23
11071,06/04/2012,2,1,4,6,0,5,1,1,0.3,0.2727,0.49,0.3881,0,80,80
11072,06/04/2012,2,1,4,7,0,5,1,1,0.3,0.2879,0.49,0.2836,15,231,246
11073,06/04/2012,2,1,4,8,0,5,1,1,0.3,0.2727,0.49,0.3284,19,489,508
11074,06/04/2012,2,1,4,9,0,5,1,1,0.34,0.303,0.42,0.3284,58,318,376
11075,06/04/2012,2,1,4,10,0,5,1,1,0.36,0.3333,0.4,0.3284,81,157,238
11076,06/04/2012,2,1,4,11,0,5,1,1,0.4,0.4091,0.37,0.2985,112,179,291
11077,06/04/2012,2,1,4,12,0,5,1,1,0.42,0.4242,0.35,0.2985,113,224,337
11078,06/04/2012,2,1,4,13,0,5,1,1,0.44,0.4394,0.33,0.3284,173,238,411
11079,06/04/2012,2,1,4,14,0,5,1,1,0.48,0.4697,0.29,0.3881,240,250,490
11080,06/04/2012,2,1,4,15,0,5,1,1,0.5,0.4848,0.27,0.2836,218,319,537
11081,06/04/2012,2,1,4,16,0,5,1,1,0.5,0.4848,0.22,0.4179,184,352,536
11082,06/04/2012,2,1,4,17,0,5,1,1,0.52,0.5,0.23,0.4179,172,483,655
11083,06/04/2012,2,1,4,18,0,5,1,1,0.5,0.4848,0.22,0.4627,104,380,484
11084,06/04/2012,2,1,4,19,0,5,1,1,0.48,0.4697,0.23,0.2985,115,297,412
11085,06/04/2012,2,1,4,20,0,5,1,1,0.46,0.4545,0.24,0.2836,61,191,252
11086,06/04/2012,2,1,4,21,0,5,1,1,0.44,0.4394,0.26,0.1343,54,136,190
11087,06/04/2012,2,1,4,22,0,5,1,1,0.4,0.4091,0.35,0.2239,34,124,158
11088,06/04/2012,2,1,4,23,0,5,1,1,0.42,0.4242,0.3,0.2836,21,92,113
11089,07/04/2012,2,1,4,0,0,6,0,1,0.42,0.4242,0.26,0.2985,9,85,94
11090,07/04/2012,2,1,4,1,0,6,0,1,0.4,0.4091,0.28,0.2537,9,60,69
11091,07/04/2012,2,1,4,2,0,6,0,1,0.36,0.3333,0.29,0.3582,11,25,36
11092,07/04/2012,2,1,4,3,0,6,0,1,0.36,0.3333,0.32,0.2537,7,21,28
11093,07/04/2012,2,1,4,4,0,6,0,1,0.32,0.3182,0.36,0.1642,3,4,7
11094,07/04/2012,2,1,4,5,0,6,0,1,0.32,0.3182,0.33,0.1642,0,2,2
11095,07/04/2012,2,1,4,6,0,6,0,1,0.32,0.3182,0.36,0.194,1,18,19
11096,07/04/2012,2,1,4,7,0,6,0,1,0.32,0.303,0.33,0.2836,14,40,54
11097,07/04/2012,2,1,4,8,0,6,0,1,0.34,0.3182,0.34,0.2537,29,94,123
11098,07/04/2012,2,1,4,9,0,6,0,1,0.4,0.4091,0.3,0.2537,103,173,276
11099,07/04/2012,2,1,4,10,0,6,0,1,0.42,0.4242,0.28,0.2537,187,176,363
11100,07/04/2012,2,1,4,11,0,6,0,1,0.44,0.4394,0.24,0.2985,251,244,495
11101,07/04/2012,2,1,4,12,0,6,0,1,0.46,0.4545,0.23,0.3881,320,270,590
11102,07/04/2012,2,1,4,13,0,6,0,1,0.5,0.4848,0.22,0.194,355,288,643
11103,07/04/2012,2,1,4,14,0,6,0,1,0.5,0.4848,0.22,0.2985,326,252,578
11104,07/04/2012,2,1,4,15,0,6,0,1,0.52,0.5,0.19,0.4179,321,305,626
11105,07/04/2012,2,1,4,16,0,6,0,1,0.54,0.5152,0.19,0.3881,354,261,615
11106,07/04/2012,2,1,4,17,0,6,0,1,0.54,0.5152,0.19,0.4179,299,268,567
11107,07/04/2012,2,1,4,18,0,6,0,1,0.54,0.5152,0.18,0.2985,227,290,517
11108,07/04/2012,2,1,4,19,0,6,0,1,0.54,0.5152,0.16,0.3284,170,243,413
11109,07/04/2012,2,1,4,20,0,6,0,1,0.5,0.4848,0.2,0.2239,73,135,208
11110,07/04/2012,2,1,4,21,0,6,0,1,0.5,0.4848,0.2,0.194,75,159,234
11111,07/04/2012,2,1,4,22,0,6,0,1,0.48,0.4697,0.2,0.194,76,106,182
11112,07/04/2012,2,1,4,23,0,6,0,1,0.46,0.4545,0.23,0.2239,32,86,118
11113,08/04/2012,2,1,4,0,0,0,0,1,0.44,0.4394,0.24,0.2239,21,64,85
11114,08/04/2012,2,1,4,1,0,0,0,1,0.44,0.4394,0.24,0.2239,14,50,64
11115,08/04/2012,2,1,4,2,0,0,0,1,0.44,0.4394,0.24,0.2239,7,25,32
11116,08/04/2012,2,1,4,3,0,0,0,1,0.42,0.4242,0.26,0.1343,8,18,26
11117,08/04/2012,2,1,4,4,0,0,0,1,0.4,0.4091,0.4,0,0,7,7
11118,08/04/2012,2,1,4,5,0,0,0,1,0.38,0.3939,0.46,0,4,8,12
11119,08/04/2012,2,1,4,6,0,0,0,1,0.36,0.3788,0.37,0,7,21,28
11120,08/04/2012,2,1,4,7,0,0,0,1,0.38,0.3939,0.27,0.1642,12,25,37
11121,08/04/2012,2,1,4,8,0,0,0,1,0.4,0.4091,0.3,0.194,19,65,84
11122,08/04/2012,2,1,4,9,0,0,0,1,0.44,0.4394,0.26,0.2239,71,108,179
11123,08/04/2012,2,1,4,10,0,0,0,1,0.5,0.4848,0.25,0.2239,113,186,299
11124,08/04/2012,2,1,4,11,0,0,0,1,0.5,0.4848,0.25,0.2836,195,209,404
11125,08/04/2012,2,1,4,12,0,0,0,1,0.54,0.5152,0.24,0.2537,198,259,457
11126,08/04/2012,2,1,4,13,0,0,0,1,0.58,0.5455,0.23,0.1642,229,254,483
11127,08/04/2012,2,1,4,14,0,0,0,1,0.6,0.5909,0.18,0.4478,254,249,503
11128,08/04/2012,2,1,4,15,0,0,0,1,0.62,0.6061,0.17,0.3582,260,226,486
11129,08/04/2012,2,1,4,16,0,0,0,1,0.64,0.6061,0.19,0.3284,232,244,476
11130,08/04/2012,2,1,4,17,0,0,0,1,0.62,0.6061,0.22,0.2985,185,226,411
11131,08/04/2012,2,1,4,18,0,0,0,1,0.62,0.6061,0.25,0.3284,151,159,310
11132,08/04/2012,2,1,4,19,0,0,0,1,0.6,0.6061,0.23,0.3881,89,187,276
11133,08/04/2012,2,1,4,20,0,0,0,1,0.56,0.5303,0.28,0.4179,65,146,211
11134,08/04/2012,2,1,4,21,0,0,0,1,0.52,0.5,0.34,0.2239,53,77,130
11135,08/04/2012,2,1,4,22,0,0,0,1,0.5,0.4848,0.36,0.2239,33,85,118
11136,08/04/2012,2,1,4,23,0,0,0,1,0.5,0.4848,0.39,0.2537,10,41,51
11137,09/04/2012,2,1,4,0,0,1,1,1,0.48,0.4697,0.39,0.2836,8,29,37
11138,09/04/2012,2,1,4,1,0,1,1,1,0.46,0.4545,0.41,0.1343,4,12,16
11139,09/04/2012,2,1,4,2,0,1,1,1,0.46,0.4545,0.31,0.194,2,4,6
11140,09/04/2012,2,1,4,3,0,1,1,1,0.44,0.4394,0.3,0.1642,0,3,3
11141,09/04/2012,2,1,4,4,0,1,1,1,0.44,0.4394,0.24,0.194,2,3,5
11142,09/04/2012,2,1,4,5,0,1,1,1,0.44,0.4394,0.24,0.194,2,30,32
11143,09/04/2012,2,1,4,6,0,1,1,1,0.42,0.4242,0.26,0.2239,3,108,111
11144,09/04/2012,2,1,4,7,0,1,1,1,0.42,0.4242,0.28,0.194,11,320,331
11145,09/04/2012,2,1,4,8,0,1,1,1,0.44,0.4394,0.3,0.194,22,595,617
11146,09/04/2012,2,1,4,9,0,1,1,1,0.46,0.4545,0.31,0.3582,50,236,286
11147,09/04/2012,2,1,4,10,0,1,1,1,0.5,0.4848,0.27,0.4925,65,113,178
11148,09/04/2012,2,1,4,11,0,1,1,1,0.52,0.5,0.27,0.4179,96,127,223
11149,09/04/2012,2,1,4,12,0,1,1,1,0.54,0.5152,0.28,0.7164,94,186,280
11150,09/04/2012,2,1,4,13,0,1,1,1,0.54,0.5152,0.28,0.5821,108,173,281
11151,09/04/2012,2,1,4,14,0,1,1,1,0.56,0.5303,0.28,0.5522,66,152,218
11152,09/04/2012,2,1,4,15,0,1,1,1,0.58,0.5455,0.28,0.5522,82,173,255
11153,09/04/2012,2,1,4,16,0,1,1,1,0.56,0.5303,0.3,0.4179,81,310,391
11154,09/04/2012,2,1,4,17,0,1,1,1,0.54,0.5152,0.32,0.4179,67,565,632
11155,09/04/2012,2,1,4,18,0,1,1,1,0.54,0.5152,0.34,0.2985,60,586,646
11156,09/04/2012,2,1,4,19,0,1,1,1,0.52,0.5,0.34,0.3582,35,386,421
11157,09/04/2012,2,1,4,20,0,1,1,1,0.5,0.4848,0.36,0.4478,21,255,276
11158,09/04/2012,2,1,4,21,0,1,1,3,0.48,0.4697,0.41,0.4179,14,151,165
11159,09/04/2012,2,1,4,22,0,1,1,2,0.46,0.4545,0.41,0.4925,6,102,108
11160,09/04/2012,2,1,4,23,0,1,1,1,0.44,0.4394,0.44,0.2985,6,61,67
11161,10/04/2012,2,1,4,0,0,2,1,2,0.44,0.4394,0.47,0.2836,3,23,26
11162,10/04/2012,2,1,4,1,0,2,1,1,0.42,0.4242,0.5,0.2239,0,9,9
11163,10/04/2012,2,1,4,2,0,2,1,1,0.36,0.3485,0.71,0.1343,0,2,2
11164,10/04/2012,2,1,4,3,0,2,1,1,0.36,0.3485,0.71,0.1343,0,2,2
11165,10/04/2012,2,1,4,4,0,2,1,1,0.34,0.3333,0.71,0.1343,0,2,2
11166,10/04/2012,2,1,4,5,0,2,1,1,0.34,0.3333,0.71,0.1343,0,24,24
11167,10/04/2012,2,1,4,6,0,2,1,1,0.34,0.3485,0.71,0.1045,3,100,103
11168,10/04/2012,2,1,4,7,0,2,1,1,0.34,0.3485,0.71,0.1045,16,368,384
11169,10/04/2012,2,1,4,8,0,2,1,1,0.38,0.3939,0.62,0.1343,22,670,692
11170,10/04/2012,2,1,4,9,0,2,1,1,0.42,0.4242,0.67,0.194,16,303,319
11171,10/04/2012,2,1,4,10,0,2,1,1,0.46,0.4545,0.47,0.1642,49,132,181
11172,10/04/2012,2,1,4,11,0,2,1,1,0.5,0.4848,0.36,0,78,161,239
11173,10/04/2012,2,1,4,12,0,2,1,1,0.54,0.5152,0.22,0.2836,75,184,259
11174,10/04/2012,2,1,4,13,0,2,1,1,0.52,0.5,0.23,0.1642,81,202,283
11175,10/04/2012,2,1,4,14,0,2,1,1,0.54,0.5152,0.24,0.194,75,149,224
11176,10/04/2012,2,1,4,15,0,2,1,1,0.56,0.5303,0.21,0.2985,46,157,203
11177,10/04/2012,2,1,4,16,0,2,1,1,0.58,0.5455,0.21,0.2537,66,296,362
11178,10/04/2012,2,1,4,17,0,2,1,1,0.56,0.5303,0.21,0.5224,88,656,744
11179,10/04/2012,2,1,4,18,0,2,1,1,0.54,0.5152,0.22,0.4179,78,626,704
11180,10/04/2012,2,1,4,19,0,2,1,1,0.52,0.5,0.2,0.3582,51,428,479
11181,10/04/2012,2,1,4,20,0,2,1,1,0.46,0.4545,0.28,0.3881,34,248,282
11182,10/04/2012,2,1,4,21,0,2,1,1,0.44,0.4394,0.3,0.4478,15,191,206
11183,10/04/2012,2,1,4,22,0,2,1,1,0.4,0.4091,0.37,0.4925,9,118,127
11184,10/04/2012,2,1,4,23,0,2,1,1,0.36,0.3333,0.4,0.4179,14,48,62
11185,11/04/2012,2,1,4,0,0,3,1,1,0.34,0.303,0.36,0.4179,8,22,30
11186,11/04/2012,2,1,4,1,0,3,1,1,0.34,0.3182,0.39,0.2836,3,9,12
11187,11/04/2012,2,1,4,2,0,3,1,1,0.32,0.303,0.45,0.2836,0,2,2
11188,11/04/2012,2,1,4,3,0,3,1,1,0.3,0.2879,0.49,0.2239,0,2,2
11189,11/04/2012,2,1,4,4,0,3,1,0,0,0,0,0,0,0,0
11190,11/04/2012,2,1,4,5,0,3,1,1,0.28,0.2727,0.56,0.194,1,26,27
11191,11/04/2012,2,1,4,6,0,3,1,1,0.28,0.2879,0.56,0.1045,3,103,106
11192,11/04/2012,2,1,4,7,0,3,1,1,0.28,0.2879,0.52,0.1343,18,303,321
11193,11/04/2012,2,1,4,8,0,3,1,1,0.3,0.2879,0.49,0.2239,14,581,595
11194,11/04/2012,2,1,4,9,0,3,1,2,0.32,0.303,0.49,0.2985,20,282,302
11195,11/04/2012,2,1,4,10,0,3,1,2,0.34,0.303,0.49,0.3284,26,127,153
11196,11/04/2012,2,1,4,11,0,3,1,2,0.38,0.3939,0.43,0.3284,38,142,180
11197,11/04/2012,2,1,4,12,0,3,1,2,0.36,0.3333,0.46,0.3881,35,147,182
11198,11/04/2012,2,1,4,13,0,3,1,2,0.4,0.4091,0.4,0.3582,16,147,163
11199,11/04/2012,2,1,4,14,0,3,1,1,0.36,0.3485,0.57,0.194,34,101,135
11200,11/04/2012,2,1,4,15,0,3,1,3,0.38,0.3939,0.46,0.2239,50,152,202
11201,11/04/2012,2,1,4,16,0,3,1,1,0.44,0.4394,0.33,0.2985,51,256,307
11202,11/04/2012,2,1,4,17,0,3,1,1,0.42,0.4242,0.35,0.3881,52,527,579
11203,11/04/2012,2,1,4,18,0,3,1,3,0.4,0.4091,0.43,0.4179,39,546,585
11204,11/04/2012,2,1,4,19,0,3,1,1,0.4,0.4091,0.4,0.3582,28,356,384
11205,11/04/2012,2,1,4,20,0,3,1,1,0.36,0.3333,0.46,0.3284,22,213,235
11206,11/04/2012,2,1,4,21,0,3,1,1,0.34,0.303,0.57,0.3881,11,154,165
11207,11/04/2012,2,1,4,22,0,3,1,1,0.34,0.303,0.57,0.3284,4,130,134
11208,11/04/2012,2,1,4,23,0,3,1,1,0.34,0.303,0.57,0.2985,9,52,61
11209,12/04/2012,2,1,4,0,0,4,1,1,0.32,0.303,0.66,0.2836,1,22,23
11210,12/04/2012,2,1,4,1,0,4,1,1,0.32,0.303,0.66,0.2239,2,7,9
11211,12/04/2012,2,1,4,2,0,4,1,1,0.32,0.303,0.61,0.2836,0,4,4
11212,12/04/2012,2,1,4,3,0,4,1,1,0.32,0.303,0.61,0.2537,2,3,5
11213,12/04/2012,2,1,4,4,0,4,1,1,0.3,0.2879,0.61,0.2239,0,1,1
11214,12/04/2012,2,1,4,5,0,4,1,1,0.3,0.2879,0.61,0.2239,0,21,21
11215,12/04/2012,2,1,4,6,0,4,1,1,0.3,0.2879,0.65,0.2537,2,94,96
11216,12/04/2012,2,1,4,7,0,4,1,1,0.3,0.2727,0.65,0.3284,12,294,306
11217,12/04/2012,2,1,4,8,0,4,1,1,0.32,0.303,0.66,0.3284,20,604,624
11218,12/04/2012,2,1,4,9,0,4,1,1,0.36,0.3333,0.57,0.3582,16,271,287
11219,12/04/2012,2,1,4,10,0,4,1,1,0.4,0.4091,0.5,0.2985,38,103,141
11220,12/04/2012,2,1,4,11,0,4,1,1,0.42,0.4242,0.47,0.2985,50,174,224
11221,12/04/2012,2,1,4,12,0,4,1,1,0.46,0.4545,0.41,0.4478,60,199,259
11222,12/04/2012,2,1,4,13,0,4,1,1,0.48,0.4697,0.36,0.4478,55,148,203
11223,12/04/2012,2,1,4,14,0,4,1,1,0.5,0.4848,0.31,0.3284,74,150,224
11224,12/04/2012,2,1,4,15,0,4,1,1,0.48,0.4697,0.31,0.2537,42,169,211
11225,12/04/2012,2,1,4,16,0,4,1,1,0.48,0.4697,0.31,0.2836,54,299,353
11226,12/04/2012,2,1,4,17,0,4,1,1,0.5,0.4848,0.27,0.3881,60,596,656
11227,12/04/2012,2,1,4,18,0,4,1,1,0.5,0.4848,0.27,0.3881,63,547,610
11228,12/04/2012,2,1,4,19,0,4,1,1,0.46,0.4545,0.31,0.2985,50,383,433
11229,12/04/2012,2,1,4,20,0,4,1,1,0.44,0.4394,0.33,0.2537,26,254,280
11230,12/04/2012,2,1,4,21,0,4,1,1,0.42,0.4242,0.35,0.1343,13,174,187
11231,12/04/2012,2,1,4,22,0,4,1,1,0.42,0.4242,0.35,0.194,15,143,158
11232,12/04/2012,2,1,4,23,0,4,1,1,0.42,0.4242,0.35,0.194,8,86,94
11233,13/04/2012,2,1,4,0,0,5,1,1,0.4,0.4091,0.37,0.2537,14,41,55
11234,13/04/2012,2,1,4,1,0,5,1,1,0.36,0.3485,0.46,0.194,2,28,30
11235,13/04/2012,2,1,4,2,0,5,1,1,0.34,0.3333,0.49,0.194,6,5,11
11236,13/04/2012,2,1,4,3,0,5,1,1,0.34,0.3333,0.61,0.1642,3,8,11
11237,13/04/2012,2,1,4,4,0,5,1,2,0.34,0.3333,0.53,0.1343,1,4,5
11238,13/04/2012,2,1,4,5,0,5,1,2,0.34,0.3333,0.53,0.1642,2,19,21
11239,13/04/2012,2,1,4,6,0,5,1,1,0.32,0.3182,0.57,0.1642,0,84,84
11240,13/04/2012,2,1,4,7,0,5,1,1,0.34,0.3182,0.61,0.2239,13,283,296
11241,13/04/2012,2,1,4,8,0,5,1,1,0.38,0.3939,0.46,0.1642,24,539,563
11242,13/04/2012,2,1,4,9,0,5,1,1,0.42,0.4242,0.41,0.1642,36,294,330
11243,13/04/2012,2,1,4,10,0,5,1,1,0.44,0.4394,0.38,0.194,59,133,192
11244,13/04/2012,2,1,4,11,0,5,1,1,0.46,0.4545,0.36,0.1343,75,158,233
11245,13/04/2012,2,1,4,12,0,5,1,1,0.5,0.4848,0.31,0,104,218,322
11246,13/04/2012,2,1,4,13,0,5,1,1,0.52,0.5,0.27,0.2836,112,246,358
11247,13/04/2012,2,1,4,14,0,5,1,1,0.52,0.5,0.27,0,125,223,348
11248,13/04/2012,2,1,4,15,0,5,1,1,0.54,0.5152,0.28,0.2537,115,237,352
11249,13/04/2012,2,1,4,16,0,5,1,1,0.56,0.5303,0.26,0.2537,113,350,463
11250,13/04/2012,2,1,4,17,0,5,1,1,0.56,0.5303,0.24,0.1642,117,621,738
11251,13/04/2012,2,1,4,18,0,5,1,1,0.54,0.5152,0.26,0.1343,107,564,671
11252,13/04/2012,2,1,4,19,0,5,1,1,0.54,0.5152,0.24,0.1642,75,352,427
11253,13/04/2012,2,1,4,20,0,5,1,1,0.5,0.4848,0.29,0.1343,44,242,286
11254,13/04/2012,2,1,4,21,0,5,1,1,0.5,0.4848,0.36,0,36,153,189
11255,13/04/2012,2,1,4,22,0,5,1,1,0.44,0.4394,0.62,0.1045,34,181,215
11256,13/04/2012,2,1,4,23,0,5,1,1,0.42,0.4242,0.62,0.0896,35,163,198
11257,14/04/2012,2,1,4,0,0,6,0,1,0.4,0.4091,0.58,0.1343,11,85,96
11258,14/04/2012,2,1,4,1,0,6,0,1,0.4,0.4091,0.58,0.1343,10,60,70
11259,14/04/2012,2,1,4,2,0,6,0,1,0.38,0.3939,0.66,0.1343,3,53,56
11260,14/04/2012,2,1,4,3,0,6,0,1,0.36,0.3636,0.66,0.0896,6,26,32
11261,14/04/2012,2,1,4,4,0,6,0,1,0.36,0.3636,0.71,0.1045,5,9,14
11262,14/04/2012,2,1,4,5,0,6,0,1,0.36,0.3636,0.66,0.1045,2,5,7
11263,14/04/2012,2,1,4,6,0,6,0,1,0.34,0.3333,0.76,0.1642,2,19,21
11264,14/04/2012,2,1,4,7,0,6,0,1,0.36,0.3636,0.71,0.1045,8,56,64
11265,14/04/2012,2,1,4,8,0,6,0,1,0.36,0.3485,0.71,0.1343,24,136,160
11266,14/04/2012,2,1,4,9,0,6,0,1,0.42,0.4242,0.54,0.1343,59,206,265
11267,14/04/2012,2,1,4,10,0,6,0,1,0.46,0.4545,0.51,0.1642,139,267,406
11268,14/04/2012,2,1,4,11,0,6,0,1,0.52,0.5,0.45,0.194,207,357,564
11269,14/04/2012,2,1,4,12,0,6,0,1,0.58,0.5455,0.35,0.2537,274,404,678
11270,14/04/2012,2,1,4,13,0,6,0,1,0.62,0.6212,0.33,0.2985,308,370,678
11271,14/04/2012,2,1,4,14,0,6,0,2,0.64,0.6212,0.27,0.4478,288,372,660
11272,14/04/2012,2,1,4,15,0,6,0,2,0.64,0.6212,0.27,0.3582,311,347,658
11273,14/04/2012,2,1,4,16,0,6,0,2,0.64,0.6212,0.27,0.3582,253,329,582
11274,14/04/2012,2,1,4,17,0,6,0,2,0.62,0.6212,0.33,0.2537,251,309,560
11275,14/04/2012,2,1,4,18,0,6,0,2,0.62,0.6212,0.35,0.2239,197,284,481
11276,14/04/2012,2,1,4,19,0,6,0,2,0.6,0.6212,0.4,0.1642,163,296,459
11277,14/04/2012,2,1,4,20,0,6,0,2,0.56,0.5303,0.46,0.1343,112,209,321
11278,14/04/2012,2,1,4,21,0,6,0,2,0.56,0.5303,0.43,0.1343,53,167,220
11279,14/04/2012,2,1,4,22,0,6,0,2,0.54,0.5152,0.52,0.1642,64,148,212
11280,14/04/2012,2,1,4,23,0,6,0,2,0.54,0.5152,0.56,0.194,45,151,196
11281,15/04/2012,2,1,4,0,0,0,0,2,0.54,0.5152,0.56,0.194,30,94,124
11282,15/04/2012,2,1,4,1,0,0,0,2,0.54,0.5152,0.56,0.1642,17,89,106
11283,15/04/2012,2,1,4,2,0,0,0,2,0.54,0.5152,0.56,0.1045,20,54,74
11284,15/04/2012,2,1,4,3,0,0,0,2,0.52,0.5,0.59,0.1343,18,27,45
11285,15/04/2012,2,1,4,4,0,0,0,2,0.54,0.5152,0.52,0,2,10,12
11286,15/04/2012,2,1,4,5,0,0,0,1,0.5,0.4848,0.68,0.1642,4,6,10
11287,15/04/2012,2,1,4,6,0,0,0,1,0.5,0.4848,0.63,0.1343,5,11,16
11288,15/04/2012,2,1,4,7,0,0,0,1,0.5,0.4848,0.63,0.1045,16,30,46
11289,15/04/2012,2,1,4,8,0,0,0,1,0.52,0.5,0.59,0,33,64,97
11290,15/04/2012,2,1,4,9,0,0,0,1,0.54,0.5152,0.56,0.2239,97,154,251
11291,15/04/2012,2,1,4,10,0,0,0,1,0.58,0.5455,0.53,0.2239,186,235,421
11292,15/04/2012,2,1,4,11,0,0,0,1,0.62,0.6212,0.46,0.2985,227,301,528
11293,15/04/2012,2,1,4,12,0,0,0,1,0.64,0.6212,0.44,0.2836,275,360,635
11294,15/04/2012,2,1,4,13,0,0,0,1,0.66,0.6212,0.44,0.2836,298,383,681
11295,15/04/2012,2,1,4,14,0,0,0,1,0.7,0.6364,0.39,0.2836,282,346,628
11296,15/04/2012,2,1,4,15,0,0,0,1,0.7,0.6364,0.39,0.3881,266,351,617
11297,15/04/2012,2,1,4,16,0,0,0,1,0.72,0.6515,0.39,0.3582,286,330,616
11298,15/04/2012,2,1,4,17,0,0,0,1,0.7,0.6364,0.42,0.3284,262,361,623
11299,15/04/2012,2,1,4,18,0,0,0,1,0.7,0.6364,0.42,0.2537,184,295,479
11300,15/04/2012,2,1,4,19,0,0,0,1,0.7,0.6364,0.42,0.2537,114,265,379
11301,15/04/2012,2,1,4,20,0,0,0,1,0.64,0.6212,0.5,0.2239,86,205,291
11302,15/04/2012,2,1,4,21,0,0,0,1,0.62,0.6212,0.57,0.2537,76,153,229
11303,15/04/2012,2,1,4,22,0,0,0,1,0.68,0.6364,0.44,0.3582,37,97,134
